,const,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,StraightED ,NonStraightED
125,1.0,1.008585479,0.086831672,0.428928756,0.87159393,0.069626043,0.126337248,6.921793791,0.10219,0.012043
126,1.0,-2.867860851,0.173994245,0.492410003,0.999448069,0.10142662,0.175687448,7.220692687,0.093946,0.0051198
127,1.0,1.194172012,0.152605786,0.511742443,1.687724578,0.125172646,0.207239459,7.559893938,0.10268,0.021059
128,1.0,0.462250977,0.113650164,0.578527791,1.440618204,0.10634817,0.240122457,7.624084177,0.09611,0.016
129,1.0,0.909094401,0.155716963,0.589838503,2.573408197,0.180695126,0.238394118,7.518139754,0.084446,0.023681
130,1.0,0.736142688,0.144712988,0.563304164,1.561123084,0.149742629,0.201813155,7.27275308,0.096004,0.0092042
131,1.0,0.812427389,0.192523705,0.552691942,1.275885916,0.189181803,0.207917973,7.460330099,0.092302,0.023298
132,1.0,-2.380907245,0.209877646,0.537476869,1.662411965,0.164312139,0.235722634,7.45619084,0.12994,0.0
133,1.0,1.052274063,0.240381049,0.69983558,2.676589613,0.234150848,0.240525082,7.325220878,0.097892,0.0076562
134,1.0,1.540827938,0.230266136,0.421015753,1.109282963,0.205689586,0.249841506,7.691940977,0.076798,0.078706
135,1.0,2.557328447,0.307323549,0.456034812,1.634228751,0.209092628,0.242956741,7.605391338,0.075787,0.060806
136,1.0,0.582549457,0.232706667,0.608172169,2.325549414,0.182039729,0.215093988,7.313275694,0.088973,0.01495
137,1.0,0.910526039,0.24815659,0.635951606,1.468024174,0.214954284,0.267421781,7.546262878,0.12206,0.01771
138,1.0,2.022835699,0.278608622,0.445634829,1.27113733,0.24294808,0.274267439,7.827869881,0.082925,0.048844
139,1.0,1.381677222,0.171451962,0.65047309,1.694396379,0.15254396,0.238047851,7.708621243,0.064185,0.041167
140,1.0,1.270233764,0.141871867,0.494859452,1.174431819,0.164077402,0.215790613,7.50419214,0.055073,0.056302
141,1.0,1.486951065,0.112481575,0.518631421,1.336014777,0.142131576,0.194945105,7.582943423,0.051077,0.056063
142,1.0,1.069356473,0.309809696,0.589215239,1.347336674,0.198018546,0.186477914,7.349004826,0.072323,0.045417
143,1.0,-2.120524906,0.170170783,0.587360294,1.709484506,0.121498958,0.277177856,7.564605827,0.079915,0.022802
144,1.0,1.8384976,0.218155332,0.386527778,1.458546744,0.202570144,0.184697702,7.396751844,0.0536,0.071712
145,1.0,1.653224016,0.172167306,0.626001877,2.193687858,0.13994184,0.249833996,7.64946872,0.063808,0.037671
146,1.0,0.655834698,0.250132142,0.50032007,0.755541672,0.211809646,0.172383239,7.145153769,0.062604,0.070768
147,1.0,1.034748006,0.134738517,0.515689977,1.288634931,0.143580901,0.207355297,7.640143665,0.10283,0.033846
148,1.0,1.310912011,0.328274888,0.402809538,0.958058892,0.205933115,0.167735522,7.19469074,0.039825,0.10376
149,1.0,1.084053071,0.244975396,0.400067759,0.695845222,0.19367904,0.13573494,7.022888377,0.075865,0.073006
150,1.0,1.776241655,0.149413512,0.609848103,1.870637504,0.172399585,0.217404497,7.367288084,0.037504,0.074461
151,1.0,1.039808153,0.268883997,0.405015561,0.552468534,0.168409047,0.129420552,6.998447645,0.05041,0.10062
152,1.0,0.814120546,0.255408379,0.514394697,1.165945772,0.206510889,0.211837078,7.39513087,0.067094,0.059426
153,1.0,1.136918048,0.305753334,0.42468436,0.993615562,0.204703207,0.15452961,7.217189191,0.0662,0.073066
154,1.0,2.265609533,0.1426636,0.384136221,1.379206729,0.116381597,0.129742063,7.024138721,0.08655,0.049277
155,1.0,1.434266953,0.181182285,0.413146497,1.143158963,0.141847631,0.138631156,7.018335904,0.076525,0.051809
156,1.0,-1.768172994,0.12067659,0.493337865,1.428040608,0.135534988,0.217967658,7.375331859,0.081185,0.033294
157,1.0,1.529456034,0.181567995,0.462357996,2.017262611,0.123119751,0.130070246,6.930549085,0.06205,0.064445
158,1.0,-2.545000909,0.108662852,0.422778952,1.243997823,0.111037218,0.157043615,7.269029207,0.090835,0.02606
159,1.0,1.372059557,0.247888656,0.455685662,1.853928812,0.172068781,0.122507629,6.957086362,0.08136,0.041248
160,1.0,0.459153213,0.262131939,0.477284186,0.767771217,0.189462769,0.19318232,7.354494952,0.082283,0.023853
161,1.0,-2.94105083,0.177879106,0.416976997,1.696624739,0.144089634,0.175705586,7.269042123,0.10939,0.01861
162,1.0,0.886643355,0.24147756,0.504303488,2.013791307,0.188874172,0.230707516,7.529927862,0.12041,0.0
163,1.0,0.389396953,0.236510038,0.431619613,0.848008508,0.156252047,0.153995178,7.042371643,0.092869,0.019179
164,1.0,0.972332325,0.325839959,0.317315372,0.743549457,0.243373358,0.125908652,6.75704469,0.06996,0.083242
165,1.0,0.248203222,0.249976846,0.500142323,0.870912393,0.134816341,0.16468184,7.057154494,0.057715,0.067004
166,1.0,2.168303822,0.259297994,0.412107524,1.218872083,0.160477784,0.198284175,7.296779212,0.068198,0.078517
167,1.0,1.080002867,0.272947265,0.59063137,0.748318033,0.206946545,0.272127086,7.568289989,0.08696,0.083059
168,1.0,1.170978018,0.204749865,0.439975886,0.945171002,0.179083998,0.182336522,7.383502491,0.056658,0.074419
169,1.0,0.632026085,0.168571517,0.434243094,1.152681042,0.099711333,0.178313653,7.288966802,0.092227,0.022379
170,1.0,-1.156108241,0.176699506,0.552817772,1.910987213,0.106879671,0.253913204,7.360079566,0.058221,0.050728
171,1.0,0.497845722,0.333610377,0.583256625,1.799798315,0.180666077,0.205081433,7.439917137,0.079094,0.056009
172,1.0,-1.974359881,0.158639625,0.60313691,1.718717138,0.124997328,0.245870645,7.242902454,0.062856,0.025874
173,1.0,0.801011894,0.321784188,0.562443168,1.137242531,0.182617794,0.205883809,7.467495459,0.11319,0.021809
174,1.0,-2.215905788,0.153618361,0.598219056,2.02075113,0.122512392,0.250581725,7.26678551,0.059352,0.02424
175,1.0,0.568913657,0.256447239,0.49690168,1.341811704,0.190205853,0.238855202,7.592793525,0.10373,0.016609
176,1.0,0.32019816,0.18772883,0.494089754,0.886158229,0.144829195,0.185192679,7.118107583,0.080523,0.042305
177,1.0,0.625562064,0.247622812,0.544268344,0.661345886,0.12601351,0.168467491,7.281589256,0.087392,0.020111
178,1.0,0.408392539,0.218267619,0.423968954,0.811367239,0.161533217,0.129374157,6.886962317,0.080217,0.039767
179,1.0,0.529694917,0.244465189,0.427597273,0.805363355,0.176109149,0.179170165,7.284030216,0.10563,0.031033
180,1.0,0.911617581,0.203247109,0.530957121,1.163680033,0.183282446,0.215053408,7.306380338,0.058435,0.064728
181,1.0,0.579952332,0.160519327,0.513485881,0.707151427,0.124330342,0.167304243,7.064643118,0.080981,0.022152
182,1.0,0.900077952,0.176872267,0.567830372,1.175375785,0.171208092,0.22346425,7.397415773,0.057604,0.059983
183,1.0,0.720880321,0.127073313,0.547880898,1.058033279,0.091244956,0.189729817,7.370465304,0.090927,0.0053083
184,1.0,2.716222194,0.353086388,0.777689683,2.110795616,0.251144664,0.176194595,7.321608332,0.071656,0.037703
185,1.0,2.225723775,0.29756234,0.304203214,1.064549019,0.16431188,0.132430977,6.775861092,0.042983,0.099625
186,1.0,2.843580974,0.367550463,0.783971597,1.502903614,0.229135416,0.232069795,7.528930909,0.061125,0.043431
187,1.0,1.71666615,0.377860259,0.42462089,0.913083287,0.220924154,0.214495513,7.279920571,0.044267,0.11043
188,1.0,1.172905625,0.227540817,0.438501991,0.817310024,0.157467724,0.208692663,7.376375192,0.053619,0.068255
189,1.0,1.686377333,0.221314815,0.41170938,1.001490519,0.153351242,0.191018018,7.276436108,0.071229,0.063542
190,1.0,1.149801202,0.203518683,0.422210886,0.739721024,0.145900584,0.179766652,7.369362458,0.05319,0.0676
191,1.0,1.104766541,0.161859192,0.404808402,0.648271709,0.116884277,0.127499335,7.014163184,0.067667,0.054353
192,1.0,-1.724832909,0.119108927,0.432550283,1.220046731,0.080210241,0.141559694,7.12242734,0.10286,0.017651
193,1.0,0.214699334,0.237707583,0.598642616,1.003071757,0.154685947,0.233529272,7.623784162,0.13751,0.014869
194,1.0,0.987768172,0.166284341,0.482284301,1.110299785,0.108820464,0.187658765,7.457738219,0.11265,0.0082052
195,1.0,1.427475522,0.222136425,0.359579108,1.087822861,0.152411431,0.133615633,6.941416845,0.066565,0.055829
196,1.0,0.73320132,0.186659867,0.59722618,1.266718744,0.178143666,0.203363533,7.376444142,0.06745,0.037582
197,1.0,1.658165616,0.104523864,0.486719631,2.130861959,0.112350336,0.214065808,7.396558436,0.079175,0.033008
198,1.0,1.811439378,0.079002649,0.586821308,1.975665074,0.076226864,0.184653539,7.264073878,0.047231,0.045441
199,1.0,0.632099734,0.199136807,0.516615771,0.853527277,0.168221397,0.18452536,7.315425581,0.065081,0.052322
200,1.0,1.191272729,0.42818127,0.50324349,0.778789639,0.283138539,0.245847988,7.602423482,0.11219,0.097453
201,1.0,0.603115764,0.138110402,0.503113511,1.275392592,0.083304796,0.209659946,7.405972403,0.075029,0.040554
202,1.0,2.372637682,0.151662464,0.44964314,1.294842261,0.122969946,0.181074068,7.340294378,0.049577,0.06978
203,1.0,1.676305482,0.117749392,0.474533229,1.484460074,0.126942436,0.169067674,7.231195969,0.076746,0.040982
204,1.0,0.78760897,0.184501935,0.452685853,1.508559852,0.188030941,0.230038565,7.677496769,0.11458,0.011312
205,1.0,1.559709629,0.175819827,0.431643587,1.591802214,0.195476663,0.183554331,7.438649578,0.096715,0.031132
206,1.0,0.642636524,0.19838581,0.418064364,0.992501107,0.193728354,0.224357352,7.533298812,0.094244,0.030466
207,1.0,1.43460842,0.164060746,0.426190411,1.33835373,0.172805018,0.20409515,7.505775,0.10506,0.020723
208,1.0,1.353767147,0.155882853,0.501828304,1.56578996,0.196343544,0.24496258,7.725267147,0.10049,0.032752
209,1.0,1.163340984,0.291045939,0.399911969,0.933629413,0.236713325,0.219295095,7.66467053,0.0837,0.065157
210,1.0,0.893336665,0.099603464,0.43013788,0.880131575,0.090215063,0.143026021,7.145802703,0.076502,0.046747
211,1.0,1.216434358,0.117804276,0.434051203,1.799803266,0.117469335,0.160916132,7.186961006,0.074269,0.057666
212,1.0,1.438891457,0.100909655,0.471646625,1.452808811,0.101076087,0.143545233,7.138050485,0.085606,0.025863
213,1.0,1.942586392,0.156295669,0.426291577,1.847398399,0.110719849,0.175328503,7.290007236,0.092269,0.027868
214,1.0,0.632475036,0.244094957,0.477592231,1.095544344,0.19664944,0.176505148,7.423472478,0.075581,0.053974
215,1.0,1.068589174,0.184208004,0.439352379,1.244842714,0.156368975,0.199418081,7.521253934,0.07824,0.047501
216,1.0,1.495766906,0.179497091,0.519421288,1.631679845,0.159343209,0.227061296,7.67625992,0.10203,0.038718
217,1.0,1.785002298,0.137112032,0.435420152,1.723257708,0.114176854,0.185572835,7.488895667,0.074323,0.060079
218,1.0,1.214311843,0.246559592,0.337908867,0.678178575,0.200291905,0.13159724,6.890601894,0.076215,0.067973
219,1.0,1.261060309,0.124343561,0.460081508,1.181001559,0.127130283,0.179772621,7.427831953,0.10641,0.010935
220,1.0,1.513122111,0.220714718,0.387454963,0.920614008,0.20164654,0.149879222,7.199520395,0.090544,0.04305
221,1.0,1.419006589,0.281363107,0.369145808,0.532686146,0.186533079,0.121326654,6.903009382,0.05949,0.088431
222,1.0,1.818534582,0.094712313,0.399666526,1.576937593,0.082465881,0.177878772,7.268953915,0.07345,0.048046
223,1.0,1.887151583,0.12433651,0.433734043,1.417401311,0.121263547,0.144723975,7.144511104,0.10693,0.0
224,1.0,-0.946883076,0.285895823,0.535612171,1.815987419,0.207711273,0.270086401,7.624593982,0.085938,0.029962
225,1.0,0.110621808,0.159321112,0.476368617,0.967226489,0.158220378,0.265797969,7.705613387,0.11197,0.020699
226,1.0,0.901775532,0.140555658,0.433543096,0.99426475,0.114650784,0.141969131,7.157628252,0.08255,0.022722
227,1.0,0.980176514,0.091444733,0.437563419,1.286904963,0.0669245,0.164299289,7.261037342,0.076202,0.026514
228,1.0,0.508882306,0.177296588,0.525504149,0.695814742,0.105709279,0.238479384,7.663114465,0.1156,0.0060313
229,1.0,1.098034031,0.175954368,0.327543211,0.810112134,0.138692644,0.118799303,6.843203224,0.084148,0.040715
230,1.0,1.196649715,0.178699977,0.463990375,1.621997196,0.146799917,0.180553103,7.269522028,0.06716,0.046718
231,1.0,0.922495616,0.151855008,0.446892348,1.206230569,0.110025817,0.174214521,7.344883739,0.093219,0.033441
232,1.0,2.283105567,0.175701727,0.481490426,1.874409798,0.128683324,0.200721486,7.49543131,0.09266,0.03377
233,1.0,2.78075797,0.157132102,0.469525557,1.501362263,0.120908815,0.173044196,7.285932716,0.090365,0.028157
234,1.0,0.958825266,0.256841431,0.38229399,0.751385355,0.189119398,0.170108554,7.249271067,0.071081,0.068419
235,1.0,0.578705375,0.155638177,0.44956767,1.199782338,0.111821428,0.1889177,7.441846466,0.090448,0.029571
236,1.0,1.048023315,0.220128902,0.437592103,1.174346276,0.170664621,0.199275789,7.369151965,0.068573,0.069722
237,1.0,0.733681129,0.170143683,0.467024842,0.997818432,0.132158814,0.172336812,7.370219049,0.095679,0.025808
