,Const,Road,Sidewalk,Building,Wall,Fence,Pole,Traffic light,Traffic sign,Vegetation,Terrain,Sky,Person,Rider,Car,Truck,Bus,Train,Motorcycle,Bicycle,Others
54,1.0,-1.4598124113784956,1.444610371788016,-1.1019423205881005,-0.25666767085165565,2.907945899198465,-0.8558987072232213,-0.4042021478991801,0.25546012865238393,1.5187068972893627,0.2465839622922535,-0.5137975804641152,-0.31663629526230497,-0.14661943201998806,-0.7315200315972911,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,1.4456101454499786
55,1.0,-1.3339379747362767,1.8111755858201182,-0.40978381178665285,-0.2455560358114186,-0.3136545296863564,0.6075386926087415,-0.41180569545299933,-0.07385041224971708,-0.1788618329181542,0.9016247140873542,0.4162617612131055,-0.27976321862429654,-0.14661943201998806,-0.5419023433376586,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,2.6561296544791366
56,1.0,0.39822820085941524,-0.991017613549998,-0.6472298691436165,-0.1635701880820795,0.9333461207733728,-0.8879088354304262,-0.12287088840789069,0.01841331688233704,1.7758395785607706,-0.1870139788520907,-1.2035818269547993,0.4057849036061368,-0.14661943201998806,0.42149119059926105,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.7574513050164265
57,1.0,-1.0679015880058649,0.5462652527971281,-1.3415955286151595,0.4941184805159155,0.7578452157117995,-0.5866853212754457,-0.40637459005741416,-0.7249011367918069,2.010763529371701,-0.1847509907934924,-0.9413910102087563,-0.29043700396687444,-0.14661943201998806,1.6504487643762422,0.14958860878375307,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.1308935859768435
58,1.0,0.07838994531425963,-1.0861996037844692,-0.6159356257140493,-0.25666767085165565,1.062962396143437,0.014393752837631906,-0.332511556677467,-0.6652845733526334,1.2650609867002496,-0.5821411230002653,-0.890428854500415,-0.10752713695989682,-0.14661943201998806,1.4899934823607284,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.4897216922941095
59,1.0,0.22755735842294703,1.1811936931248914,-1.0258941559818653,-0.25666767085165565,0.8910511049692936,0.4734791813136121,-0.4042021478991801,0.5909215848299507,0.25498571662727354,-0.37974512850937975,0.5267878063476826,-0.12838953558403102,-0.14661943201998806,-0.726845773575185,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,0.4196729956375256
60,1.0,0.06745061683744256,1.366194574581717,-0.4953109002528513,-0.25096169610126207,0.21448692227305804,-1.0143078032229795,-0.3976848214244779,-0.4310766455558805,0.39296855897822014,-0.07603327281166665,-0.13796414839585167,-0.24191979786423015,-0.14661943201998806,-0.644363733786854,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,0.09700138158707221,0.7766836756486555
61,1.0,0.8221488270837352,-0.660171680317047,-1.2004167125386975,-0.25666767085165565,-0.4831467332407074,0.5172537156140606,-0.165233510493455,-0.3222527599129399,1.3551840149088674,0.3916980715498696,0.03312308862500679,-0.14828159008612216,-0.14147619825822935,-0.6256667016984256,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.2309656219583298
62,1.0,-0.7836522295897749,-0.9010945844827475,-0.5813306562793388,-0.25666767085165565,1.9623947801984323,-1.0619126092747202,-0.35858086257627586,-0.16658728871064882,1.5314991260345978,-0.3481575868581123,-1.2005151218901586,-0.31663629526230497,-0.14661943201998806,1.8470157919961752,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.12510053962604248
63,1.0,-1.3619934556847373,0.16439177556539153,-1.125058282516868,-0.25666767085165565,2.686872504783419,-1.0963850550363257,-0.267338291930445,-0.39322485924528927,1.9817589273903182,0.096991022501996,-1.2001162009061406,-0.31663629526230497,-0.14661943201998806,1.3365702699359956,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,0.10438143708225683,-0.058764479452162455
64,1.0,0.5288074146565711,-0.8786528789077719,-1.0407924230050094,-0.25666767085165565,0.7789146885293291,0.7454284756551631,-0.29666626106660493,-0.3274573805306504,-0.8817015258008847,-0.586902827040233,1.8636966866005917,-0.20892809771442375,-0.14661943201998806,0.12424147248544844,-0.13768603723973663,-0.07837761965126772,-0.0426014322842305,-0.08927966100553981,-0.13096033259752773,1.8913339470292605
65,1.0,-0.5062724230931646,-0.3321374688962741,0.8195005779444489,-0.25666767085165565,0.1528392055106568,-0.2953110773380668,-0.4096332532947653,-0.5692356655895158,-0.6020269831120917,-0.5743621015488336,-0.4088813616672957,-0.20844292565340222,-0.14661943201998806,2.0309250943527033,-0.21264724423305997,-0.13190327336018814,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.7942541877156333
66,1.0,1.683527137726644,-0.9159342273803539,-1.0535820728701164,-0.25666767085165565,-0.7753100896437877,0.9021960266186544,1.3782866429318605,0.09459003683239689,-0.905331615010833,-0.5769551086993103,1.8150283265503562,-0.2909221760279108,-0.14661943201998806,0.1129901611401992,-0.19731775405037782,1.5426850355331803,-0.0426014322842305,-0.08927966100553981,-0.24494118968981513,-0.5818424881862586
67,1.0,0.10223133138774536,0.4211957010776537,0.10324077209365586,-0.25666767085165565,-0.7188907235435134,1.5462288625140468,-0.3357702199148181,1.81684631396407,-0.5897677638979082,-0.3411328947595463,0.5566071499030526,-0.05658407055211514,-0.14661943201998806,-0.03137409104699876,-0.19885070306864464,-0.13190327336018814,-0.0426014322842305,0.1445899997869293,-0.24494118968981513,-0.2071119016903253
