image_name,resmem_pred
p1r00001.jpg,0.5407873392105103
p1r00002.jpg,0.5328139662742615
p1r00003.jpg,0.7762219905853271
p1r00004.jpg,0.5971007943153381
p1r00005.jpg,0.6131002902984619
p1r00006.jpg,0.5680822134017944
p1r00007.jpg,0.7735217213630676
p1r00008.jpg,0.5854863524436951
p1r00009.jpg,0.647563636302948
p1r00010.jpg,0.6356822848320007
p1r00011.jpg,0.5555678606033325
p1r00012.jpg,0.6763714551925659
p1r00013.jpg,0.7138198614120483
p1r00014.jpg,0.6723953485488892
p1r00015.jpg,0.6219205856323242
p1r00016.jpg,0.655474841594696
p1r00017.jpg,0.6492245197296143
p1r00018.jpg,0.6242659687995911
p1r00019.jpg,0.6397401094436646
p1r00020.jpg,0.5839990377426147
p1r00021.jpg,0.7164086103439331
p1r00022.jpg,0.6064392924308777
p1r00023.jpg,0.5994220972061157
p1r00024.jpg,0.5036044716835022
p1r00025.jpg,0.5530871748924255
p1r00026.jpg,0.6602317094802856
p1r00027.jpg,0.6090860962867737
p1r00028.jpg,0.4831773340702057
p1r00029.jpg,0.5793740749359131
p1r00030.jpg,0.651462733745575
p1r00031.jpg,0.6884927749633789
p1r00032.jpg,0.6569710969924927
p1r00033.jpg,0.6746227741241455
p1r00034.jpg,0.5639613270759583
p1r00035.jpg,0.5161242485046387
p1r00036.jpg,0.5698332190513611
p1r00037.jpg,0.6232517957687378
p1r00038.jpg,0.7784714698791504
p1r00039.jpg,0.6851633787155151
p1r00040.jpg,0.6346766352653503
p1r00041.jpg,0.7754653692245483
p1r00042.jpg,0.6698837280273438
p1r00043.jpg,0.49791693687438965
p1r00044.jpg,0.4876580536365509
p1r00045.jpg,0.6097339391708374
p1r00046.jpg,0.5805565714836121
p1r00047.jpg,0.6858173608779907
p1r00048.jpg,0.6265734434127808
p1r00049.jpg,0.540934145450592
p1r00050.jpg,0.5792568922042847
p1r00051.jpg,0.5869808793067932
p1r00052.jpg,0.6002030968666077
p1r00053.jpg,0.7815151214599609
p1r00054.jpg,0.6554652452468872
p1r00055.jpg,0.6852885484695435
p1r00056.jpg,0.5475614070892334
p1r00057.jpg,0.5722789764404297
p1r00058.jpg,0.632939338684082
p1r00059.jpg,0.7089086174964905
p1r00060.jpg,0.6258319020271301
p1r00061.jpg,0.6714184880256653
p1r00062.jpg,0.519898533821106
p1r00063.jpg,0.7111838459968567
p1r00064.jpg,0.6743154525756836
p1r00065.jpg,0.64377361536026
p1r00066.jpg,0.6794386506080627
p1r00067.jpg,0.6131265759468079
p1r00068.jpg,0.657077431678772
p1r00069.jpg,0.6064426302909851
p1r00070.jpg,0.635737955570221
p1r00071.jpg,0.6036960482597351
p1r00072.jpg,0.6978465914726257
p1r00073.jpg,0.6723083257675171
p1r00074.jpg,0.6585569977760315
p1r00075.jpg,0.6525205373764038
p1r00076.jpg,0.5738729238510132
p1r00077.jpg,0.779253363609314
p1r00078.jpg,0.6398095488548279
p1r00079.jpg,0.6059412360191345
p1r00080.jpg,0.7107622623443604
p1r00081.jpg,0.5812157988548279
p1r00082.jpg,0.7205420136451721
p1r00083.jpg,0.709466814994812
p1r00084.jpg,0.5875397324562073
p1r00085.jpg,0.5011855959892273
p1r00086.jpg,0.6351704001426697
p1r00087.jpg,0.6210764646530151
p1r00088.jpg,0.6487719416618347
p1r00089.jpg,0.6818945407867432
p1r00090.jpg,0.5351565480232239
p1r00091.jpg,0.5673224925994873
p1r00092.jpg,0.823323667049408
p1r00093.jpg,0.5812714099884033
p1r00094.jpg,0.7891162037849426
p1r00095.jpg,0.849603533744812
p1r00096.jpg,0.5778254270553589
p1r00097.jpg,0.6840843558311462
p1r00098.jpg,0.658616304397583
p1r00099.jpg,0.4884156286716461
p1r00100.jpg,0.6821732521057129
p1r00101.jpg,0.6676772236824036
p1r00102.jpg,0.6105116009712219
p1r00103.jpg,0.8359804153442383
p1r00104.jpg,0.6337878704071045
p1r00105.jpg,0.7363051772117615
p1r00106.jpg,0.6248222589492798
p1r00107.jpg,0.6145510077476501
p1r00108.jpg,0.6348758339881897
p1r00109.jpg,0.6464158296585083
p1r00110.jpg,0.7417528629302979
p1r00111.jpg,0.649091899394989
p1r00112.jpg,0.5607137084007263
p1r00113.jpg,0.7415204048156738
p1r00114.jpg,0.552352786064148
p1r00115.jpg,0.7786704897880554
p1r00116.jpg,0.6614220142364502
p1r00117.jpg,0.7290897965431213
p1r00118.jpg,0.6997339129447937
p1r00119.jpg,0.645779013633728
p1r00120.jpg,0.5984514951705933
p1r00121.jpg,0.602152407169342
p1r00122.jpg,0.5297724008560181
